Customer Id,CustomerChurn,LastInvoiceDate,AvgInvoiceAmount,LocationName,Zip,AvgMiles,NoCalls,ClaimsMade,DelayedQuote,PickupDelay,DeliveryDelay,VolumeChange,PriceChangedPostQuote,CompetitorsPresent,CurrentInflation
23374,0,2015-12-07,38184,"Philadelphia,Pennsylvania",19099,3768.409161,0,0,0,0,0,0,0,0,0
13776,0,2015-08-15,12786,"Cavalier,North Dakota",58220,1258.64573,0,0,0,0,0,0,0,0,0
1426,0,2016-06-13,2044,"Gnadenhutten,Ohio",44629,164.445445,0,0,0,0,0,0,0,0,1
48905,0,2014-09-06,17662,"Elkhorn,Nebraska",68022,1731.191078,0,0,0,0,0,0,0,0,1
48668,0,2017-07-05,11990,"New York,New York",10272,1163.999681,0,0,0,0,0,0,0,0,1
40303,0,2017-03-03,6807,"Modena,Pennsylvania",19358,660.6576555,0,0,0,0,0,0,0,0,1
10564,0,2013-10-21,19756,"Eagleville,Pennsylvania",19415,1925.598768,0,0,0,0,0,0,0,0,0
11710,0,2014-04-14,13903,"Guernsey,Wyoming",82214,1335.270855,0,0,0,0,0,0,0,0,1
12204,0,2014-07-19,38785,"East Randolph,Vermont",5041,3818.45619,0,0,0,0,0,0,0,0,1
36634,1,2014-01-05,24353,"Lake Mc Donald,Montana",59921,2380.287616,0,0,1,0,0,1,1,0,1
22423,0,2017-08-07,14423,"Aynor,South Carolina",29511,1382.3179,0,0,0,0,0,0,0,0,1
52568,0,2013-09-11,33375,"Tacoma,Washington",98418,3297.456379,0,0,0,0,0,0,0,0,0
51857,0,2016-10-17,18455,"Loughman,Florida",33858,1825.513201,0,0,0,0,0,0,0,0,1
35573,0,2016-01-06,4258,"Farley,Missouri",64028,370.7908968,1,0,0,0,0,0,0,0,1
21640,1,2015-10-19,6696,"Atlanta, GA ",30361,649.5768329,0,1,0,1,1,0,0,1,0
58309,0,2015-10-31,9144,"Bath,Illinois",62617,874.3632152,0,0,0,0,0,0,0,0,0
46771,0,2014-10-08,2475,"Hughesville,Pennsylvania",17737,212.4579267,0,0,0,0,0,0,0,0,1
32039,0,2016-02-02,7089,"Robards,Kentucky",42452,648.9400433,0,0,0,0,0,0,0,0,1
27593,0,2017-07-15,14856,"Perry,Kansas",66073,1435.608434,1,0,0,0,0,0,0,0,1
12262,0,2013-09-21,17364,"Cornish,Maine",4020,1676.363369,0,0,0,0,0,0,0,0,0
26498,0,2016-04-18,9448,"Champlin,Minnesota",55316,884.7923701,0,0,0,0,0,0,0,0,1
9900,0,2017-07-30,32232,"Pensacola,Florida",32522,3163.154838,0,0,0,0,0,0,0,0,1
46008,0,2016-06-04,12121,"Lansing,Michigan",48917,1192.078687,0,0,0,0,0,0,0,0,1
45669,0,2017-06-10,4929,"Plymouth,Vermont",5056,452.9283541,0,0,0,0,0,0,0,0,1
52905,0,2016-09-20,34131,"Fort Jones,California",96032,3393.117954,0,0,0,0,0,0,0,0,1
50540,0,2016-04-27,3507,"Oakdale,Wisconsin",54649,310.7024858,0,0,0,0,0,0,0,0,1
52724,1,2013-01-06,2495,"Sauquoit,New York",13456,194.4601498,2,0,1,0,0,0,1,0,0
31674,1,2014-07-03,12182,"New York, NY ",10003,1178.197817,1,1,0,1,1,0,0,1,1
9036,0,2016-11-21,39618,"Weehawken,New Jersey",7086,3921.798432,0,0,0,0,0,0,0,0,1
11462,0,2014-08-01,8756,"Hamtramck,Michigan",48212,850.6242536,0,0,0,0,0,0,0,0,1
59053,0,2014-04-06,25286,"Oakville,Texas",78060,2478.61483,1,0,0,0,0,0,0,0,1
30668,0,2014-07-07,42553,"Wolfeboro Falls,New Hampshire",3896,4190.320729,0,0,0,0,0,0,0,0,1
37542,0,2015-12-13,18043,"Whitman,West Virginia",25652,1739.301002,0,0,0,0,0,0,0,0,0
50106,0,2017-07-09,23981,"Fresno,California",93771,2353.141153,0,0,0,0,0,0,0,0,1
53115,0,2017-02-03,8650,"Philadelphia,Pennsylvania",19190,840.0375354,0,0,0,0,0,0,0,0,1
36042,0,2013-05-22,30281,"Meadow,Utah",84644,2983.103378,0,0,0,0,0,0,0,0,0
32306,0,2017-05-02,19870,"Columbus,Nebraska",68601,1942.048341,0,0,0,0,0,0,0,0,1
55081,1,2013-04-13,7593,"Chicago, IL ",60647,699.3198496,4,0,1,1,0,0,0,1,1
35713,0,2013-08-27,11685,"Stone Mountain,Georgia",30088,1133.504351,0,0,0,0,0,0,0,0,0
27304,1,2014-08-04,7144,"Harrod,Ohio",45850,664.4497179,5,1,0,1,1,0,1,0,1
33360,0,2016-10-05,12729,"Sherwood,Arkansas",72120,1242.864112,0,0,0,0,0,0,0,0,1
50151,0,2016-12-19,5390,"Haleyville,Alabama",35565,513.954897,0,0,0,0,0,0,0,0,1
27699,0,2015-09-07,16856,"Cashton,Wisconsin",54619,1640.593721,0,0,0,0,0,0,0,0,0
40154,0,2014-10-27,38672,"Morton,Pennsylvania",19070,3817.161441,1,0,0,0,0,0,0,0,1
20557,0,2014-07-03,13567,"Ephraim,Utah",84627,1331.696252,0,0,0,0,0,0,0,0,1
53819,0,2014-12-10,12510,"Okemos,Michigan",48864,1190.983203,0,0,0,0,0,0,0,0,0
59887,0,2016-01-20,3505,"Bethel,New York",12720,305.4767123,0,0,0,0,0,0,0,0,1
22784,0,2016-03-19,4222,"Cabin John,Maryland",20818,397.2241402,0,0,0,0,0,0,0,0,1
4721,1,2013-02-19,7609,"Eunice,Missouri",65468,695.9350799,5,0,1,0,0,1,0,0,0
7472,0,2015-03-23,14225,"Cookville,Texas",75558,1367.530198,0,0,0,0,0,0,0,0,0
54058,0,2013-08-03,19805,"Iron Station,North Carolina",28080,1930.501342,0,0,0,0,0,0,0,0,0
43990,0,2014-06-14,20119,"Lakeland,Florida",33802,1971.947961,0,0,0,0,0,0,0,0,1
2635,0,2013-09-23,17943,"Avella,Pennsylvania",15312,1749.335087,1,0,0,0,0,0,0,0,0
12991,0,2016-12-29,21804,"Pine Bluff,Arkansas",71601,2115.410931,0,0,0,0,0,0,0,0,1
32606,0,2013-12-07,7083,"New Munster,Wisconsin",53152,668.3416119,0,0,0,0,0,0,0,0,0
18047,0,2013-05-26,12272,"Wheeler,Texas",79096,1207.198768,1,0,0,0,0,0,0,0,0
29789,1,2013-09-03,7359,"Gulfport,Mississippi",39503,700.8795149,2,1,0,0,0,0,1,0,0
44347,0,2016-06-09,35039,"Los Alamitos,California",90721,3458.930616,0,0,0,0,0,0,0,0,1
30843,0,2016-03-29,14958,"Oklahoma City,Oklahoma",73106,1455.793312,0,0,0,0,0,0,0,0,1
41297,0,2016-01-04,32772,"Arlee,Montana",59821,3227.207679,0,0,0,0,0,0,0,0,1
38345,0,2017-11-07,31855,"Syracuse,New York",13218,3130.548316,0,0,0,0,0,0,0,0,1
54994,0,2016-03-03,37798,"Breezewood,Pennsylvania",15533,3729.811096,0,0,0,0,0,0,0,0,1
22943,0,2015-09-25,9708,"Tipp City,Ohio",45371,920.8094141,0,0,0,0,0,0,0,0,0
15199,0,2014-08-23,17464,"Young America,Minnesota",55551,1726.37259,0,0,0,0,0,0,0,0,1
38866,0,2014-07-10,18936,"Dallas,Texas",75376,1848.61334,0,0,0,0,0,0,0,0,1
43253,0,2016-03-23,16736,"Shreveport,Louisiana",71102,1653.560249,1,0,0,0,0,0,0,0,1
17361,0,2016-11-01,5541,"Amarillo,Texas",79102,504.0757488,0,0,0,0,0,0,0,0,1
11930,0,2014-11-08,23101,"Hillrose,Colorado",80733,2255.124242,0,0,0,0,0,0,0,0,0
19095,0,2017-02-19,8440,"North Billerica,Massachusetts",1862,813.9552234,0,0,0,0,0,0,0,0,1
20901,0,2017-06-17,32158,"Madison,Indiana",47250,3150.766757,0,0,0,0,0,0,0,0,1
34366,1,2015-11-07,21564,"El Paso,Texas",88581,2106.443789,4,0,0,0,0,1,0,0,0
54311,0,2017-09-12,14887,"High Point,North Carolina",27262,1428.698056,0,0,0,0,0,0,0,0,1
57364,0,2015-05-12,2904,"Boston,Massachusetts",2114,270.3980971,0,0,0,0,0,0,0,0,0
29539,0,2017-05-03,7982,"Moneta,Virginia",24121,778.1797503,0,0,0,0,0,0,0,0,1
57860,1,2014-09-24,10426,"London,West Virginia",25126,992.5896509,3,2,1,1,0,0,0,0,1
28276,0,2014-05-04,9389,"Chase,Michigan",49623,883.8738836,0,0,0,0,0,0,0,0,1
29385,0,2017-09-24,17312,"Clinton,Alabama",35448,1686.174437,0,0,0,0,0,0,0,0,1
26780,0,2014-10-02,15226,"Hereford,Colorado",80732,1472.600344,0,0,0,0,0,0,0,0,1
20923,0,2015-06-26,14868,"Stamford,Nebraska",68977,1426.84521,0,0,0,0,0,0,0,0,0
55325,0,2015-02-20,13069,"Fort Lauderdale,Florida",33324,1276.937989,0,0,0,0,0,0,0,0,0
36528,0,2017-04-22,30186,"Boron,California",93516,2978.636785,0,0,0,0,0,0,0,0,1
17276,1,2015-03-04,40451,"St. Louis, MO ",63105,4005.137104,3,0,0,0,0,0,1,1,0
58161,0,2016-10-22,10960,"Emden,Illinois",62635,1050.986053,1,0,0,0,0,0,0,0,1
11031,0,2016-03-11,14723,"Crenshaw,Mississippi",38621,1442.260913,0,0,0,0,0,0,0,0,1
49575,0,2017-08-03,33559,"Tenino,Washington",98589,3295.894115,0,0,0,0,0,0,0,0,1
14360,1,2014-05-13,15604,"Valley Park,Mississippi",39177,1515.397266,3,3,0,1,0,0,0,0,1
55953,0,2015-12-13,23908,"Orem,Utah",84058,2350.819167,0,0,0,0,0,0,0,0,0
31233,0,2014-07-24,17644,"Scotland,Indiana",47457,1699.440679,0,0,0,0,0,0,0,0,1
40500,0,2014-04-16,14690,"Jacksonville,Florida",32246,1438.984668,0,0,0,0,0,0,0,0,1
49569,0,2017-06-19,21100,"Muse,Pennsylvania",15350,2049.98245,0,0,0,0,0,0,0,0,1
54805,0,2017-07-07,31869,"Quartzsite,Arizona",85359,3161.883283,0,0,0,0,0,0,0,0,1
17994,0,2015-05-24,12011,"White Springs,Florida",32096,1146.106284,0,0,0,0,0,0,0,0,0
5203,0,2016-01-25,29933,"New Creek,West Virginia",26743,2963.266553,0,0,0,0,0,0,0,0,1
1644,0,2015-06-03,7611,"Erie,Pennsylvania",16541,736.1262159,0,0,0,0,0,0,0,0,0
2365,1,2014-07-20,13872,"Carrollton, TX ",75006,1347.175487,5,0,1,0,0,1,1,1,1
28498,1,2015-03-20,15424,"Trout,Louisiana",71371,1487.366671,2,1,0,1,0,0,0,0,0
41385,0,2013-03-21,23486,"Ames,Iowa",50013,2323.625485,0,0,0,0,0,0,0,0,0
37156,0,2014-02-03,14869,"East Durham,New York",12423,1431.920141,0,0,0,0,0,0,0,0,0
48253,0,2014-11-20,38086,"Manassas,Virginia",20112,3773.61169,0,0,0,0,0,0,0,0,0
41306,1,2013-08-05,7091,"Houston, TX",77073,689.0934333,1,0,0,0,0,0,0,1,0
31451,0,2015-06-07,15662,"Vandalia,Illinois",62471,1546.158215,0,0,0,0,0,0,0,0,0
58566,1,2015-01-25,7835,"Lisco,Nebraska",69148,758.4514979,0,0,1,0,0,1,1,0,0
28771,0,2015-02-11,5597,"Pulaski,Illinois",62976,499.6522553,0,0,0,0,0,0,0,0,0
51346,0,2016-07-28,19603,"Kearny,New Jersey",7099,1920.334572,0,0,0,0,0,0,0,0,1
14983,0,2015-12-19,14512,"Truchas,New Mexico",87578,1421.166692,0,0,0,0,0,0,0,0,0
2117,0,2016-09-09,17934,"Bronx,New York",10459,1773.393595,0,0,0,0,0,0,0,0,1
18960,0,2014-04-17,39128,"Poulsbo,Washington",98370,3892.759817,0,0,0,0,0,0,0,0,1
56439,0,2014-02-17,37259,"Seven Valleys,Pennsylvania",17360,3670.941069,0,0,0,0,0,0,0,0,0
14051,1,2013-05-07,8709,"Pearisburg,Virginia",24134,815.8625934,1,2,0,1,0,0,0,0,0
39758,0,2016-03-05,7936,"Louisville,Kentucky",40229,733.6498423,0,0,0,0,0,0,0,0,1
41201,0,2016-03-28,22571,"Saint Paul,Minnesota",55114,2217.07604,0,0,0,0,0,0,0,0,1
57270,0,2016-05-22,21808,"Sac City,Iowa",50583,2135.796703,0,0,0,0,0,0,0,0,1
40162,0,2013-10-12,40543,"Tracy,California",95304,4029.301306,0,0,0,0,0,0,0,0,0
27766,1,2015-01-28,28814,"Tempe, AZ ",85282,2846.415514,0,0,1,0,0,1,1,1,0
31195,0,2015-04-26,6252,"Esmond,North Dakota",58332,565.2190281,0,0,0,0,0,0,0,0,0
23721,0,2016-04-19,16070,"Lakeland,Florida",33804,1581.989927,0,0,0,0,0,0,0,0,1
31936,1,2014-03-02,16184,"Arlington,Arizona",85322,1593.353734,2,0,0,0,0,1,1,0,0
35169,0,2015-05-06,10548,"Columbia,Missouri",65212,999.8344274,0,0,0,0,0,0,0,0,0
30482,1,2015-11-18,35905,"Indianola,Pennsylvania",15051,3545.499272,4,2,1,1,0,0,0,0,0
22967,0,2013-03-28,4926,"Hanover,Michigan",49241,457.5703035,0,0,0,0,0,0,0,0,0
48521,0,2017-07-27,29598,"Beaumont,Texas",77707,2939.814365,0,0,0,0,0,0,0,0,1
57011,0,2014-03-05,30577,"Mccordsville,Indiana",46055,3007.67289,0,0,0,0,0,0,0,0,0
56318,0,2014-03-16,14483,"Triumph,Illinois",61371,1393.285556,0,0,0,0,0,0,0,0,0
44678,0,2015-10-25,5715,"Borden,Indiana",47106,531.4765509,0,0,0,0,0,0,0,0,0
10750,0,2013-05-14,6720,"Edgar,Nebraska",68935,641.9657284,0,0,0,0,0,0,0,0,0
22719,0,2014-02-15,13723,"Kempton,Illinois",60946,1342.337524,0,0,0,0,0,0,0,0,0
12381,0,2016-10-17,16962,"Haverford,Pennsylvania",19041,1646.20753,0,0,0,0,0,0,0,0,1
48884,0,2016-10-13,38902,"Santa Rosa,California",95406,3865.240624,0,0,0,0,0,0,0,0,1
29687,0,2013-05-11,12649,"Sanford,Florida",32773,1229.949405,0,0,0,0,0,0,0,0,0
40002,1,2015-07-21,5192,"Pierceville,Indiana",47039,489.1701372,5,0,0,1,0,0,0,0,0
29660,0,2017-04-13,2645,"Melcroft,Pennsylvania",15462,239.5340296,0,0,0,0,0,0,0,0,1
51451,0,2016-04-13,14088,"Hartford,Connecticut",6199,1383.79324,0,0,0,0,0,0,0,0,1
55840,1,2013-07-13,38648,"Keyes,California",95328,3799.771586,1,2,1,0,0,0,0,0,0
17439,0,2015-07-16,11159,"Siloam,North Carolina",27047,1065.882424,0,0,0,0,0,0,0,0,0
41706,0,2015-01-24,3995,"Glen Richey,Pennsylvania",16837,339.5201832,0,0,0,0,0,0,0,0,0
59421,0,2013-11-24,14018,"Paragould,Arkansas",72450,1356.77961,0,0,0,0,0,0,0,0,0
38040,0,2015-12-03,7841,"Yonkers,New York",10710,759.0538795,0,0,0,0,0,0,0,0,0
9290,0,2015-05-16,11998,"Palestine,Texas",75802,1144.763034,0,0,0,0,0,0,0,0,0
8120,0,2015-03-20,41889,"Framingham,Massachusetts",1703,4133.896778,0,0,0,0,0,0,0,0,0
26932,0,2017-07-05,11822,"Imperial,Nebraska",69033,1127.243634,0,0,0,0,0,0,0,0,1
22962,0,2017-07-12,18572,"Walston,Pennsylvania",15781,1817.215757,0,0,0,0,0,0,0,0,1
14271,0,2014-07-23,10345,"Napoleon,Ohio",43545,984.4978359,0,0,0,0,0,0,0,0,1
27559,0,2017-06-26,5562,"Harmony,Rhode Island",2829,491.2379533,0,0,0,0,0,0,0,0,1
15776,1,2013-10-12,9545,"Regina,Kentucky",41559,909.5426188,1,0,0,0,0,0,1,0,0
43642,0,2014-08-10,14682,"Castell,Texas",76831,1433.229202,0,0,0,0,0,0,0,0,1
29816,0,2013-11-26,14178,"Bayfield,Wisconsin",54814,1392.78974,0,0,0,0,0,0,0,0,0
35047,0,2014-12-17,11140,"Coopers Plains,New York",14827,1074.041076,0,0,0,0,0,0,0,0,0
18183,0,2014-02-19,18024,"Skaneateles Falls,New York",13153,1772.364572,0,0,0,0,0,0,0,0,0
32180,0,2016-08-31,8557,"Saint Anne,Illinois",60964,830.7487875,0,0,0,0,0,0,0,0,1
20706,1,2013-05-21,11703,"Twin Oaks,Oklahoma",74368,1145.25563,1,1,1,0,0,1,0,0,0
36786,0,2014-03-01,36758,"Stoddard,New Hampshire",3464,3615.822639,0,0,0,0,0,0,0,0,0
46740,0,2017-06-03,4897,"Richburg,New York",14774,449.6732251,1,0,0,0,0,0,0,0,1
40932,0,2013-09-04,10326,"Reddick,Florida",32686,987.5571182,0,0,0,0,0,0,0,0,0
34654,0,2015-07-11,32538,"Willow Creek,California",95573,3233.815319,0,0,0,0,0,0,0,0,0
54332,0,2015-10-09,12335,"Marion,Ohio",43301,1208.502112,0,0,0,0,0,0,0,0,0
33871,0,2016-11-12,5084,"Bloomington,Illinois",61701,468.4020901,0,0,0,0,0,0,0,0,1
46327,0,2015-02-26,34200,"Stirling City,California",95978,3359.968534,0,0,0,0,0,0,0,0,0
16329,1,2014-12-08,5037,"Smiths Station,Alabama",36877,478.6674789,4,0,0,1,0,0,0,0,0
25108,1,2015-06-26,6150,"Mechanicstown,Ohio",44651,579.9514914,5,1,1,0,0,0,0,0,0
12565,1,2013-09-19,22026,"Barnstead,New Hampshire",3218,2167.646427,3,2,0,1,0,0,1,0,0
27159,0,2017-02-19,22866,"Rushville,Nebraska",69360,2251.647897,0,0,0,0,0,0,0,0,1
37165,0,2015-01-05,14768,"Lowder,Illinois",62662,1446.810046,0,0,0,0,0,0,0,0,0
12674,0,2017-08-01,21366,"Marquette,Michigan",49855,2076.561286,1,0,0,0,0,0,0,0,1
49238,0,2016-06-05,19920,"Elmo,Missouri",64445,1972.00179,0,0,0,0,0,0,0,0,1
38339,0,2014-07-08,3728,"Inverness,Florida",34452,322.7699355,0,0,0,0,0,0,0,0,1
3430,0,2017-02-01,13623,"Ottine,Texas",78658,1332.32657,0,0,0,0,0,0,0,0,1
11466,0,2016-02-23,22434,"Mappsville,Virginia",23407,2198.396757,0,0,0,0,0,0,0,0,1
6865,0,2017-02-27,3301,"Washington,District of Columbia",20404,305.0883451,0,0,0,0,0,0,0,0,1
25978,0,2017-02-15,4594,"Sandy Spring,Maryland",20860,409.4223291,0,0,0,0,0,0,0,0,1
13820,0,2015-06-09,27946,"Palatine,Illinois",60067,2734.616285,0,0,0,0,0,0,0,0,0
45950,0,2013-09-24,912,"Avenel,New Jersey",7001,31.21897158,0,0,0,0,0,0,0,0,0
15004,0,2017-05-03,13717,"Fairfax,Minnesota",55332,1321.709901,0,0,0,0,0,0,0,0,1
36296,0,2015-09-16,15439,"Maitland,Florida",32751,1498.908522,0,0,0,0,0,0,0,0,0
16545,0,2013-09-20,7247,"New York,New York",10025,704.7376864,0,0,0,0,0,0,0,0,0
17157,0,2014-05-16,3616,"Jackson,Mississippi",39215,326.5661676,0,0,0,0,0,0,0,0,1
33496,0,2013-08-21,34944,"Klickitat,Washington",98628,3464.381564,0,0,0,0,0,0,0,0,0
57490,0,2014-06-21,15098,"Elsmore,Kansas",66732,1474.77108,0,0,0,0,0,0,0,0,1
9917,0,2016-08-21,22784,"Warm Springs,Oregon",97761,2223.383248,0,0,0,0,0,0,0,0,1
54990,0,2014-05-05,7392,"Warner Robins,Georgia",31095,709.2155001,0,0,0,0,0,0,0,0,1
57790,0,2015-03-06,3287,"Buffalo,Texas",75831,273.7338704,0,0,0,0,0,0,0,0,0
10480,0,2016-11-11,4808,"Isaban,West Virginia",24846,445.8481784,0,0,0,0,0,0,0,0,1
44423,0,2013-07-29,6406,"Samburg,Tennessee",38254,575.621956,0,0,0,0,0,0,0,0,0
41324,0,2013-04-23,1564,"West Newbury,Massachusetts",1985,136.3616315,0,0,0,0,0,0,0,0,1
47638,0,2016-06-25,21231,"Billings,Montana",59116,2078.090522,1,0,0,0,0,0,0,0,1
37325,0,2016-01-25,21546,"Mountain View,Wyoming",82939,2099.557692,0,0,0,0,0,0,0,0,1
9509,0,2015-07-19,17441,"Springvale,Maine",4083,1694.112489,0,0,0,0,0,0,0,0,0
11816,0,2016-07-24,1824,"West Rutland,Vermont",5777,127.4401939,0,0,0,0,0,0,0,0,1
52439,0,2014-12-23,37429,"Mount Wolf,Pennsylvania",17347,3697.891932,0,0,0,0,0,0,0,0,0
30350,0,2017-08-25,3852,"Fairfield,Connecticut",6824,365.164794,0,0,0,0,0,0,0,0,1
2213,0,2017-04-28,11113,"Charlotte,North Carolina",28218,1081.261361,0,0,0,0,0,0,0,0,1
51847,0,2017-07-04,32570,"Big Arm,Montana",59910,3227.045672,0,0,0,0,0,0,0,0,1
44152,0,2015-04-06,11353,"Westminster,Maryland",21157,1075.286872,0,0,0,0,0,0,0,0,0
54300,0,2015-07-26,10421,"Shawsville,Virginia",24162,1002.093898,0,0,0,0,0,0,0,0,0
33294,0,2013-12-07,15282,"Jupiter,Florida",33469,1498.228362,0,0,0,0,0,0,0,0,0
49448,0,2014-05-20,14819,"Daleville,Indiana",47334,1441.854112,1,0,0,0,0,0,0,0,1
56928,0,2017-05-30,4467,"Uniontown,Kentucky",42461,406.6929446,0,0,0,0,0,0,0,0,1
13446,0,2013-11-14,10604,"Florence,Wisconsin",54121,1015.385348,1,0,0,0,0,0,0,0,0
53149,0,2013-01-27,14780,"Napoleon,Indiana",47034,1457.977877,0,0,0,0,0,0,0,0,0
10687,0,2014-10-17,7518,"Derby,Kansas",67037,716.8163404,0,0,0,0,0,0,0,0,1
7470,0,2014-10-31,19825,"Lincoln,Texas",78948,1957.524725,0,0,0,0,0,0,0,0,1
2902,0,2013-07-17,30659,"Staten Island,New York",10307,3025.895059,0,0,0,0,0,0,0,0,0
54701,0,2017-05-08,19105,"Richmond,Virginia",23260,1885.538889,0,0,0,0,0,0,0,0,1
5147,0,2015-08-05,8307,"Marston,Missouri",63866,790.7226059,0,0,0,0,0,0,0,0,0
49127,0,2016-06-15,18983,"Tamworth,New Hampshire",3886,1833.270104,0,0,0,0,0,0,0,0,1
16923,0,2013-11-23,4666,"Hanover,Massachusetts",2340,421.64657,0,0,0,0,0,0,0,0,0
21400,0,2017-06-07,18757,"Pine Hill,Alabama",36769,1835.743996,0,0,0,0,0,0,0,0,1
29462,0,2016-09-04,8582,"Ridgeway,Virginia",24148,793.2195668,0,0,0,0,0,0,0,0,1
19129,0,2015-08-12,22800,"Aneta,North Dakota",58212,2235.029024,0,0,0,0,0,0,0,0,0
15042,0,2016-11-14,14269,"New Lisbon,Wisconsin",53950,1371.945945,1,0,0,0,0,0,0,0,1
52294,0,2017-02-16,26596,"Mount Pleasant,Iowa",52641,2619.553573,0,0,0,0,0,0,0,0,1
46859,0,2015-01-25,16390,"Berlin,North Dakota",58415,1573.992648,0,0,0,0,0,0,0,0,0
44159,0,2017-09-06,4771,"Evergreen Park,Illinois",60805,457.0561911,0,0,0,0,0,0,0,0,1
19081,0,2014-12-21,5463,"Cumberland Center,Maine",4021,511.3391396,0,0,0,0,0,0,0,0,0
58001,1,2014-06-30,6513,"River Grove,Illinois",60171,601.2650516,3,2,1,0,0,0,0,0,1
39685,0,2017-01-07,40869,"Whittier,California",90602,4026.915491,0,0,0,0,0,0,0,0,1
36070,0,2017-11-12,10671,"Fort Davis,Alabama",36031,1037.135935,0,0,0,0,0,0,0,0,1
16822,0,2016-04-28,34733,"Rural Hall,North Carolina",27094,3438.349992,0,0,0,0,0,0,0,0,1
52740,0,2014-02-27,33216,"Mooresburg,Tennessee",37811,3291.577265,0,0,0,0,0,0,0,0,0
52038,0,2013-06-25,11824,"Double Springs,Alabama",35553,1157.429048,0,0,0,0,0,0,0,0,0
25857,0,2017-08-14,10711,"Saint James,Maryland",21781,1016.14094,0,0,0,0,0,0,0,0,1
43241,0,2013-10-28,10585,"Miamitown,Ohio",45041,998.5134052,0,0,0,0,0,0,0,0,0
24703,0,2014-10-26,25664,"Buck Hill Falls,Pennsylvania",18323,2501.436859,0,0,0,0,0,0,0,0,1
2290,0,2017-03-15,28703,"Lucedale,Mississippi",39452,2845.289467,0,0,0,0,0,0,0,0,1
4279,0,2013-04-09,32200,"Claremont,California",91711,3164.998309,0,0,0,0,0,0,0,0,1
27451,0,2014-12-26,9738,"Cedartown,Georgia",30125,923.8210582,0,0,0,0,0,0,0,0,0
4898,0,2014-01-20,15515,"Minneapolis,Minnesota",55483,1531.52277,0,0,0,0,0,0,0,0,1
43479,0,2017-01-21,13340,"Mc Bee,South Carolina",29101,1299.027137,0,0,0,0,0,0,0,0,1
9857,0,2013-09-30,32276,"Edison,California",93220,3162.619555,0,0,0,0,0,0,0,0,0
41990,0,2014-05-24,7996,"Pierre Part,Louisiana",70339,774.5528335,0,0,0,0,0,0,0,0,1
